host_response_rate,host_acceptance_rate,latitude,longitude,accommodates,bedrooms,beds,price,minimum_nights,number_of_reviews,review_scores_rating
100%,100%,49.24091,-123.10307,5,2.0,3.0,$99.00,2,10,100.0
100%,82%,49.27986,-123.10879,6,4.0,4.0,$180.00,365,10,92.0
93%,95%,49.23637,-123.12739,6,3.0,3.0,$261.00,90,3,80.0
93%,95%,49.23615,-123.12697,6,3.0,3.0,$258.00,90,0,
80%,74%,49.28295,-123.1215,4,2.0,3.0,$120.00,1,3,100.0
80%,74%,49.28136,-123.13751,2,1.0,1.0,$85.00,1,1,100.0
100%,100%,49.26206,-123.11579,5,2.0,3.0,$96.00,30,2,80.0
100%,100%,49.2801,-123.12652,2,,1.0,$109.00,2,4,100.0
100%,94%,49.28796,-123.12291,3,1.0,1.0,$199.00,31,1,100.0
100%,100%,49.24528,-123.18491,4,2.0,2.0,$119.00,1,6,93.0
91%,80%,49.27462,-123.11447,2,1.0,0.0,$105.00,60,0,
91%,80%,49.27806,-123.12956,2,1.0,1.0,$97.00,60,0,
100%,96%,49.24652,-123.05712,2,1.0,1.0,$60.00,30,0,
90%,50%,49.24433,-123.10442,4,2.0,2.0,$66.00,30,0,
100%,100%,49.27899,-123.10936,6,3.0,4.0,$200.00,1,59,92.0
100%,100%,49.26298,-123.10006,3,,2.0,$129.00,30,2,100.0
100%,74%,49.25697,-123.07558,1,1.0,1.0,$21.00,30,0,
,,49.28206,-123.08246,3,1.0,1.0,$140.00,30,0,
100%,100%,49.27342,-123.12829,3,1.0,1.0,$100.00,30,0,
100%,93%,49.2271,-123.08592,2,1.0,1.0,$68.00,3,12,100.0
,,49.24066,-123.10059,1,1.0,1.0,$45.00,5,2,80.0
100%,89%,49.26393,-123.16263,4,1.0,2.0,$197.00,1,0,
82%,96%,49.27863,-123.10669,4,1.0,1.0,$139.00,2,16,89.0
50%,33%,49.26164,-123.14007,2,2.0,2.0,$59.00,30,0,
80%,75%,49.28948,-123.13273,1,1.0,1.0,$85.00,30,0,
100%,100%,49.27796,-123.12356,2,1.0,1.0,$87.00,30,1,100.0
60%,100%,49.26825,-123.05074,6,3.0,3.0,$80.00,30,0,
100%,97%,49.27731,-123.12534,6,2.0,3.0,$129.00,30,1,100.0
100%,95%,49.27862,-123.10762,4,1.0,2.0,$150.00,3,8,98.0
0%,100%,49.28418,-123.13158,3,1.0,0.0,$74.00,180,0,
,,49.25496,-123.13919,11,6.0,6.0,$479.00,2,7,97.0
100%,99%,49.27904,-123.1114,2,1.0,1.0,$99.00,2,17,96.0
96%,100%,49.2607,-123.11163,2,1.0,,$43.00,30,0,
96%,100%,49.25849,-123.11209,2,1.0,1.0,$50.00,30,0,
100%,100%,49.27315,-123.15263,6,2.0,3.0,$130.00,3,9,98.0
100%,100%,49.27492,-123.11613,2,,1.0,$62.00,30,1,100.0
100%,70%,49.23533,-123.03588,1,1.0,0.0,$20.00,30,0,
100%,88%,49.25957,-123.06068,2,,1.0,$85.00,2,6,100.0
,,49.27917,-123.12866,6,2.0,2.0,$135.00,14,1,60.0
90%,78%,49.28642,-123.12318,6,2.0,4.0,$236.00,2,18,98.0
91%,80%,49.27452,-123.12718,2,1.0,0.0,$88.00,90,0,
100%,100%,49.28012,-123.11698,4,1.0,1.0,$125.00,30,3,100.0
96%,100%,49.25881,-123.11148,2,1.0,1.0,$50.00,30,0,
100%,100%,49.24508,-123.06783,6,3.0,3.0,$165.00,30,1,100.0
100%,74%,49.22229,-123.06185,2,1.0,1.0,$35.00,30,1,100.0
20%,100%,49.27388,-123.11484,2,1.0,1.0,$90.00,60,1,100.0
100%,100%,49.24938,-123.19237,7,3.0,4.0,$127.00,1,35,96.0
100%,94%,49.27992,-123.10659,2,1.0,2.0,$100.00,2,6,100.0
90%,100%,49.24633,-123.1292,4,2.0,2.0,$106.00,30,1,100.0
90%,100%,49.24424,-123.08631,2,1.0,2.0,$68.00,3,4,100.0
82%,96%,49.27873,-123.12737,2,,1.0,$103.00,3,13,86.0
100%,100%,49.27796,-123.12634,2,,1.0,$86.00,2,14,99.0
100%,100%,49.26686,-123.09826,2,,1.0,$115.00,30,3,100.0
,0%,49.245,-123.06953,3,1.0,1.0,$79.00,4,0,
93%,87%,49.27812,-123.10739,5,2.0,2.0,$113.00,30,0,
100%,98%,49.28148,-123.10526,4,,2.0,$104.00,2,17,99.0
100%,100%,49.28079,-123.12307,2,1.0,1.0,$90.00,1,21,93.0
93%,87%,49.27773,-123.13021,4,1.0,1.0,$93.00,30,0,
90%,81%,49.27741,-123.08407,2,1.0,1.0,$120.00,30,1,100.0
50%,100%,49.25885,-123.20788,4,2.0,3.0,$125.00,4,0,
95%,90%,49.24574,-123.0609,1,1.0,1.0,$40.00,30,2,100.0
80%,50%,49.25457,-123.09779,4,1.0,1.0,$85.00,3,3,100.0
100%,89%,49.28039,-123.11741,2,1.0,1.0,$143.00,30,1,100.0
100%,100%,49.23814,-123.08486,6,3.0,3.0,$144.00,4,9,98.0
100%,100%,49.28035,-123.12264,2,1.0,1.0,$99.00,2,6,100.0
100%,97%,49.27406,-123.12626,5,2.0,3.0,$100.00,30,1,100.0
100%,75%,49.26973,-123.16303,2,1.0,1.0,$76.00,30,1,100.0
,,49.28498,-123.13249,1,1.0,1.0,$60.00,30,0,
91%,80%,49.27604,-123.11401,2,1.0,0.0,$110.00,60,0,
91%,80%,49.27706,-123.12068,4,2.0,0.0,$120.00,90,0,
96%,100%,49.25858,-123.11254,2,1.0,2.0,$45.00,30,0,
100%,100%,49.27908,-123.12303,10,3.0,5.0,$199.00,1,1,100.0
100%,100%,49.24525,-123.19132,2,1.0,1.0,$113.00,1,12,97.0
91%,80%,49.2741,-123.11655,3,1.0,0.0,$105.00,60,0,
90%,100%,49.27798,-123.07896,2,1.0,,$46.00,2,5,100.0
100%,88%,49.27803,-123.10897,4,2.0,2.0,$133.00,3,1,80.0
99%,93%,49.23072,-123.07884,2,1.0,1.0,$59.00,30,3,93.0
96%,100%,49.26062,-123.11166,2,1.0,1.0,$37.00,30,1,100.0
100%,100%,49.24302,-123.0672,4,2.0,2.0,$135.00,30,3,100.0
71%,93%,49.27866,-123.12308,4,1.0,2.0,$95.00,30,0,
,,49.28004,-123.10714,5,2.0,0.0,$200.00,2,0,
91%,80%,49.28878,-123.13412,2,,1.0,$83.00,30,0,
100%,100%,49.23026,-123.17554,8,4.0,5.0,$515.00,2,6,97.0
91%,80%,49.27425,-123.13165,3,1.0,,$122.00,60,0,
90%,79%,49.28013,-123.12248,2,,0.0,$120.00,10,2,100.0
,,49.28181,-123.10601,2,1.0,1.0,$105.00,90,0,
33%,100%,49.27835,-123.11075,4,1.0,1.0,$105.00,10,2,60.0
91%,80%,49.27386,-123.11408,2,1.0,0.0,$106.00,60,0,
96%,100%,49.25872,-123.11114,2,1.0,1.0,$34.00,30,0,
100%,100%,49.26142,-123.1404,4,1.0,1.0,$100.00,2,17,96.0
50%,33%,49.2613,-123.13989,5,3.0,4.0,$170.00,30,0,
,100%,49.20653,-123.02948,2,1.0,1.0,$105.00,5,2,100.0
100%,92%,49.27794,-123.11906,2,,0.0,$95.00,30,0,
100%,100%,49.25035,-123.19247,5,2.0,3.0,$125.00,1,29,98.0
100%,100%,49.24031,-123.11846,4,2.0,2.0,$156.00,30,10,80.0
100%,80%,49.27897,-123.12721,4,2.0,2.0,$140.00,4,0,
100%,56%,49.26915,-123.18357,3,1.0,5.0,$60.00,31,0,
100%,100%,49.28062,-123.10884,6,2.0,3.0,$214.00,2,11,100.0
100%,56%,49.21914,-123.08085,3,3.0,0.0,$175.00,31,0,
100%,100%,49.28236,-123.13676,3,1.0,1.0,$125.00,30,0,
,,49.21539,-123.15518,1,1.0,1.0,$30.00,30,1,40.0
17%,50%,49.26682,-123.14628,5,2.0,3.0,$190.00,30,0,
,,49.28385,-123.13432,2,1.0,2.0,$100.00,10,0,
100%,60%,49.25898,-123.16179,4,1.0,1.0,$129.00,3,2,100.0
100%,96%,49.2102,-123.11579,4,2.0,2.0,$94.00,30,0,
100%,50%,49.27035,-123.16081,4,1.0,2.0,$100.00,30,0,
,100%,49.2533,-123.19134,2,1.0,2.0,$98.00,3,1,80.0
91%,80%,49.27838,-123.12274,4,2.0,0.0,$127.00,90,0,
91%,80%,49.27815,-123.12799,2,1.0,0.0,$105.00,60,0,
100%,95%,49.2814,-123.10723,7,3.0,3.0,$206.00,2,12,92.0
100%,91%,49.25506,-123.09036,3,1.0,2.0,$48.00,30,1,80.0
100%,92%,49.2795,-123.12002,3,1.0,2.0,$169.00,3,13,98.0
97%,82%,49.27949,-123.10959,4,2.0,2.0,$299.00,2,0,
100%,17%,49.28375,-123.13248,2,2.0,2.0,$65.00,1,1,100.0
100%,100%,49.28019,-123.10695,4,2.0,3.0,$128.00,1,43,93.0
100%,80%,49.27977,-123.05277,4,2.0,2.0,$129.00,3,7,100.0
100%,88%,49.25303,-123.08994,3,1.0,2.0,$46.00,30,1,80.0
100%,100%,49.27928,-123.10654,4,1.0,2.0,$96.00,1,14,100.0
90%,83%,49.28612,-123.13836,4,1.0,3.0,$64.00,30,0,
99%,99%,49.28814,-123.13782,2,,1.0,$107.00,2,64,96.0
99%,99%,49.28751,-123.13944,4,1.0,2.0,$144.00,2,1,100.0
99%,99%,49.28924,-123.13932,2,,1.0,$112.00,2,3,100.0
99%,99%,49.28949,-123.13789,2,,1.0,$109.00,2,18,97.0
99%,99%,49.28735,-123.13936,2,,1.0,$112.00,2,22,99.0
99%,99%,49.28742,-123.1386,4,1.0,2.0,$159.00,2,10,96.0
100%,96%,49.28425,-123.11745,2,1.0,2.0,$77.00,30,1,100.0
86%,78%,49.24659,-123.06762,1,1.0,1.0,$55.00,2,2,100.0
100%,67%,49.2804,-123.12578,2,1.0,1.0,$250.00,30,0,
88%,75%,49.28263,-123.12589,4,1.0,2.0,$153.00,2,14,99.0
99%,99%,49.28893,-123.13985,4,1.0,2.0,$216.00,2,1,100.0
100%,100%,49.24605,-123.08217,4,1.0,2.0,$100.00,3,0,
100%,98%,49.23026,-123.07289,4,2.0,2.0,$69.00,1,3,100.0
99%,99%,49.28932,-123.13808,2,,1.0,$107.00,2,5,92.0
100%,100%,49.27998,-123.11805,2,1.0,1.0,$121.00,3,12,95.0
100%,98%,49.23034,-123.07293,2,,1.0,$55.00,1,9,84.0
100%,98%,49.22864,-123.0747,2,1.0,1.0,$54.00,1,7,91.0
100%,98%,49.2294,-123.07506,2,1.0,1.0,$38.00,1,11,89.0
100%,98%,49.22859,-123.07425,2,1.0,1.0,$43.00,1,6,90.0
100%,98%,49.22865,-123.07485,2,1.0,1.0,$38.00,1,10,94.0
100%,100%,49.28249,-123.10331,2,1.0,1.0,$70.00,30,1,80.0
100%,100%,49.28277,-123.12873,4,1.0,3.0,$193.00,1,2,90.0
100%,100%,49.28178,-123.10395,2,,0.0,$169.00,3,20,90.0
100%,40%,49.2073,-123.13857,1,2.0,1.0,$80.00,3,1,100.0
83%,80%,49.26954,-123.10685,3,1.0,1.0,$105.00,30,2,100.0
100%,82%,49.26641,-123.09584,4,1.0,2.0,$80.00,2,3,100.0
100%,100%,49.22117,-123.15902,5,2.0,2.0,$159.00,1,6,100.0
100%,98%,49.24245,-123.17768,8,2.0,2.0,$90.00,1,2,100.0
100%,98%,49.24112,-123.17936,2,1.0,2.0,$95.00,1,1,80.0
100%,100%,49.26136,-123.09972,6,2.0,2.0,$125.00,10,1,100.0
100%,100%,49.22258,-123.04159,4,2.0,2.0,$72.00,30,0,
100%,100%,49.27858,-123.09086,2,,1.0,$97.00,4,5,92.0
100%,100%,49.28144,-123.12445,4,2.0,2.0,$125.00,30,0,
100%,90%,49.2577,-123.07283,5,3.0,4.0,$101.00,7,2,100.0
100%,100%,49.22093,-123.03993,2,,1.0,$56.00,30,0,
100%,100%,49.28039,-123.10724,7,3.0,3.0,$236.00,3,7,89.0
100%,91%,49.28785,-123.05157,4,2.0,2.0,$80.00,2,5,88.0
100%,83%,49.27957,-123.09183,2,1.0,1.0,$170.00,7,3,100.0
100%,100%,49.28233,-123.12449,5,1.0,2.0,$105.00,30,1,100.0
100%,84%,49.27586,-123.12775,4,1.0,1.0,$155.00,30,0,
100%,96%,49.28051,-123.10771,4,2.0,2.0,$128.00,1,21,88.0
91%,80%,49.27419,-123.1132,3,1.0,,$106.00,60,0,
,,49.27752,-123.12879,2,1.0,1.0,$152.00,7,14,100.0
100%,91%,49.2604,-123.07852,2,1.0,1.0,$30.00,30,0,
33%,100%,49.27192,-123.15507,2,1.0,1.0,$134.00,30,0,
,,49.22301,-123.12026,1,1.0,1.0,$30.00,30,2,100.0
93%,95%,49.27398,-123.11627,3,2.0,2.0,$118.00,2,1,80.0
93%,95%,49.27357,-123.1144,3,2.0,0.0,$130.00,1,2,100.0
,,49.24496,-123.13296,2,1.0,2.0,$49.00,30,0,
100%,91%,49.25468,-123.09168,2,1.0,1.0,$30.00,30,0,
,0%,49.28412,-123.10376,2,,1.0,$100.00,365,0,
,100%,49.22335,-123.12824,3,2.0,2.0,$98.00,30,1,100.0
91%,80%,49.27412,-123.11646,2,1.0,0.0,$113.00,60,0,
100%,88%,49.25884,-123.07814,2,1.0,1.0,$33.00,30,0,
100%,88%,49.25304,-123.09153,2,1.0,1.0,$28.00,30,0,
100%,88%,49.25312,-123.09134,2,1.0,1.0,$32.00,30,0,
100%,0%,49.26488,-123.13277,4,2.0,2.0,$99.00,180,0,
90%,83%,49.28042,-123.12755,4,2.0,2.0,$250.00,2,2,90.0
100%,100%,49.27987,-123.12047,6,1.0,3.0,$184.00,4,3,100.0
100%,100%,49.23856,-123.17282,5,3.0,3.0,$342.00,30,0,
100%,100%,49.25364,-123.05425,4,2.0,2.0,$135.00,5,0,
,,49.28284,-123.12678,4,1.0,3.0,$91.00,1,3,100.0
100%,100%,49.22012,-123.05567,1,1.0,1.0,$40.00,1,1,100.0
,,49.25946,-123.13919,2,,1.0,$130.00,3,0,
88%,60%,49.27346,-123.14844,4,2.0,2.0,$135.00,30,0,
96%,90%,49.28036,-123.13342,4,,2.0,$168.00,2,13,98.0
100%,99%,49.28025,-123.11069,3,1.0,2.0,$89.00,2,17,98.0
96%,90%,49.28064,-123.13136,6,1.0,1.0,$233.00,2,1,100.0
100%,100%,49.27893,-123.12599,2,,1.0,$117.00,2,2,100.0
40%,79%,49.27396,-123.12494,4,1.0,2.0,$90.00,5,2,50.0
100%,82%,49.21835,-123.09623,4,1.0,1.0,$50.00,2,6,97.0
100%,84%,49.27595,-123.1279,4,1.0,1.0,$155.00,30,0,
30%,71%,49.28961,-123.13024,3,1.0,1.0,$69.00,30,0,
97%,85%,49.27482,-123.11915,2,1.0,1.0,$110.00,30,0,
96%,100%,49.2587,-123.11331,2,1.0,1.0,$50.00,30,1,80.0
96%,100%,49.25897,-123.11289,2,1.0,1.0,$50.00,30,0,
96%,100%,49.25854,-123.11127,2,1.0,1.0,$32.00,30,1,100.0
,,49.27911,-123.12768,4,2.0,2.0,$180.00,30,0,
100%,99%,49.27836,-123.1222,4,,4.0,$137.00,1,0,
100%,100%,49.25119,-123.10458,4,1.0,2.0,$150.00,2,9,100.0
100%,100%,49.23483,-123.1828,5,1.0,1.0,$50.00,31,0,
,,49.24542,-123.02403,1,,1.0,$950.00,30,0,
96%,7%,49.27915,-123.12711,4,2.0,2.0,$300.00,2,0,
96%,7%,49.28087,-123.12659,3,1.0,1.0,$228.00,2,0,
100%,83%,49.28144,-123.11799,3,,2.0,$85.00,30,1,100.0
,,49.21241,-123.09853,1,1.0,1.0,$33.00,30,0,
100%,91%,49.27438,-123.10918,4,1.0,2.0,$309.00,1,52,99.0
100%,92%,49.28077,-123.10038,6,3.0,3.0,$209.00,2,8,100.0
100%,100%,49.26423,-123.06698,2,1.0,1.0,$89.00,2,11,100.0
97%,87%,49.27326,-123.13035,2,,0.0,$110.00,30,1,100.0
89%,80%,49.24857,-123.15001,2,1.0,1.0,$145.00,6,0,
100%,100%,49.25775,-123.09238,4,2.0,2.0,$80.00,30,1,100.0
100%,100%,49.24297,-123.0386,2,1.0,1.0,$60.00,15,1,80.0
100%,100%,49.27629,-123.12549,2,1.0,1.0,$114.00,2,6,97.0
97%,87%,49.27551,-123.13179,2,1.0,1.0,$90.00,30,1,80.0
97%,87%,49.2732,-123.13146,2,,1.0,$90.00,30,2,90.0
80%,60%,49.28399,-123.1299,4,2.0,2.0,$199.00,2,3,100.0
,50%,49.26682,-123.1478,5,3.0,3.0,$450.00,2,1,100.0
100%,95%,49.23266,-123.11526,4,2.0,2.0,$125.00,3,2,100.0
,,49.21267,-123.1217,4,2.0,3.0,$149.00,2,1,100.0
100%,46%,49.23536,-123.03791,2,1.0,1.0,$60.00,3,0,
100%,46%,49.23705,-123.03729,2,1.0,2.0,$50.00,3,1,100.0
100%,46%,49.23765,-123.0388,2,1.0,0.0,$50.00,3,2,100.0
100%,46%,49.23584,-123.03898,2,1.0,1.0,$75.00,3,0,
100%,100%,49.26289,-123.17421,4,2.0,2.0,$136.00,2,6,97.0
100%,100%,49.25089,-123.07965,5,2.0,3.0,$107.00,2,4,100.0
100%,80%,49.2742,-123.05065,6,2.0,3.0,$70.00,30,1,100.0
97%,87%,49.27476,-123.12992,2,,0.0,$110.00,30,1,100.0
97%,87%,49.27344,-123.13161,2,1.0,1.0,$110.00,30,1,100.0
97%,87%,49.27528,-123.13203,2,1.0,0.0,$110.00,30,1,100.0
97%,87%,49.27511,-123.13186,2,1.0,1.0,$110.00,30,0,
97%,87%,49.27516,-123.12986,2,1.0,1.0,$110.00,30,0,
,,49.27809,-123.10953,1,1.0,1.0,$50.00,60,0,
97%,87%,49.27325,-123.13147,2,1.0,0.0,$90.00,30,0,
65%,46%,49.2899,-123.13052,5,2.0,2.0,$410.00,5,0,
65%,46%,49.26781,-123.18511,8,4.0,4.0,$652.00,14,0,
100%,100%,49.26797,-123.03763,4,2.0,2.0,$129.00,2,4,100.0
100%,100%,49.2703,-123.21381,2,1.0,1.0,$99.00,1,5,80.0
100%,100%,49.27784,-123.10827,2,1.0,1.0,$125.00,3,24,99.0
,,49.27865,-123.11916,5,2.0,3.0,$130.00,30,0,
0%,0%,49.2794,-123.11703,2,1.0,1.0,$100.00,30,0,
100%,98%,49.24314,-123.17905,2,1.0,0.0,$75.00,1,2,100.0
100%,98%,49.24296,-123.17897,8,1.0,0.0,$80.00,1,2,100.0
100%,67%,49.27776,-123.10656,5,2.0,3.0,$204.00,2,4,100.0
97%,3%,49.23202,-123.06878,2,1.0,1.0,$120.00,30,0,
100%,93%,49.21216,-123.11063,2,,1.0,$68.00,1,4,100.0
100%,100%,49.25612,-123.1197,3,1.0,2.0,$110.00,2,5,96.0
,100%,49.26864,-123.10423,2,1.0,1.0,$299.00,30,0,
100%,89%,49.29071,-123.13007,2,1.0,1.0,$100.00,30,0,
91%,80%,49.27448,-123.1271,2,1.0,0.0,$101.00,90,0,
100%,100%,49.22139,-123.03756,2,1.0,1.0,$69.00,3,1,100.0
100%,100%,49.25696,-123.12144,4,2.0,2.0,$277.00,2,0,
89%,80%,49.24835,-123.14893,6,3.0,3.0,$180.00,5,2,100.0
100%,100%,49.23803,-123.03086,2,1.0,1.0,$85.00,30,1,80.0
97%,87%,49.27323,-123.13147,2,,1.0,$110.00,30,0,
97%,87%,49.27338,-123.13136,2,,1.0,$110.00,30,1,100.0
97%,87%,49.27492,-123.13218,2,,1.0,$110.00,30,1,60.0
97%,87%,49.27535,-123.13078,2,,1.0,$110.00,30,0,
97%,87%,49.27544,-123.13215,2,,1.0,$90.00,30,0,
97%,87%,49.27528,-123.13143,2,,1.0,$110.00,30,0,
97%,87%,49.27342,-123.13045,2,,1.0,$110.00,30,0,
97%,87%,49.27395,-123.13012,2,,1.0,$110.00,30,0,
75%,100%,49.26968,-123.18304,4,2.0,2.0,$225.00,30,5,100.0
,,49.2426,-123.19575,3,,4.0,$65.00,5,0,
94%,98%,49.28175,-123.12883,2,1.0,1.0,$40.00,30,1,100.0
100%,,49.28934,-123.12384,1,1.0,1.0,$89.00,30,0,
65%,46%,49.29045,-123.13125,5,2.0,2.0,$400.00,6,0,
100%,100%,49.25707,-123.17826,4,2.0,2.0,$125.00,30,0,
100%,100%,49.257,-123.17841,4,2.0,3.0,$175.00,31,0,
100%,100%,49.25644,-123.17836,2,1.0,2.0,$100.00,31,0,
100%,97%,49.28529,-123.12958,2,,1.0,$90.00,1,12,97.0
91%,80%,49.28769,-123.13413,2,1.0,1.0,$97.00,30,0,
,,49.25728,-123.15224,1,1.0,1.0,$80.00,4,0,
94%,100%,49.27523,-123.13433,4,2.0,2.0,$130.00,30,4,60.0
100%,100%,49.28644,-123.1153,6,2.0,3.0,$235.00,30,0,
100%,100%,49.27966,-123.10847,4,2.0,2.0,$116.00,3,8,95.0
67%,100%,49.27906,-123.10962,4,1.0,1.0,$89.00,30,0,
70%,50%,49.24946,-123.06599,4,3.0,3.0,$350.00,1,0,
100%,79%,49.27344,-123.15098,3,1.0,1.0,$145.00,3,0,
100%,0%,49.2847,-123.13447,3,,2.0,$98.00,7,0,
11%,100%,49.27982,-123.10743,4,1.0,1.0,$89.00,20,0,
100%,95%,49.24077,-123.07489,3,2.0,2.0,$62.00,1,8,100.0
100%,91%,49.25601,-123.11343,2,1.0,1.0,$86.00,9,2,100.0
100%,100%,49.27984,-123.10747,4,2.0,3.0,$114.00,1,27,95.0
91%,80%,49.27618,-123.12774,2,1.0,0.0,$104.00,60,0,
91%,80%,49.2888,-123.13204,2,1.0,1.0,$99.00,30,0,
,,49.26993,-123.18599,4,1.0,2.0,$90.00,1,2,100.0
30%,60%,49.26026,-123.09153,12,5.0,5.0,$169.00,30,0,
100%,100%,49.2804,-123.12119,6,1.0,3.0,$120.00,30,1,100.0
100%,90%,49.26054,-123.07034,1,1.0,1.0,$26.00,30,0,
100%,89%,49.27827,-123.07244,2,1.0,1.0,$97.00,1,4,100.0
90%,99%,49.27722,-123.11782,2,1.0,1.0,$108.00,2,3,100.0
100%,91%,49.27703,-123.1359,2,,1.0,$175.00,1,3,100.0
,100%,49.20633,-123.02881,2,1.0,1.0,$120.00,30,1,100.0
,,49.24686,-123.02398,1,,1.0,$950.00,30,0,
90%,100%,49.22304,-123.09366,2,1.0,0.0,$45.00,30,1,100.0
29%,100%,49.22623,-123.05851,4,1.0,1.0,$107.00,1,0,
71%,,49.27518,-123.1303,5,2.0,3.0,$115.00,60,0,
,,49.22397,-123.12685,2,,1.0,$150.00,365,0,
100%,98%,49.23679,-123.1647,4,2.0,2.0,$135.00,28,1,100.0
100%,94%,49.28685,-123.13796,4,,2.0,$115.00,1,5,68.0
100%,100%,49.28054,-123.10969,6,3.0,4.0,$176.00,1,17,91.0
93%,87%,49.2757,-123.08549,5,2.0,3.0,$73.00,30,0,
100%,98%,49.28006,-123.1232,6,2.0,2.0,$147.00,2,12,98.0
100%,100%,49.25623,-123.02777,5,3.0,3.0,$111.00,1,5,96.0
100%,100%,49.27851,-123.10548,4,1.0,1.0,$199.00,30,2,90.0
94%,100%,49.23737,-123.11625,2,1.0,1.0,$127.00,1,2,80.0
100%,97%,49.28174,-123.12505,2,1.0,1.0,$95.00,30,1,100.0
91%,80%,49.28748,-123.13208,2,1.0,0.0,$90.00,30,0,
97%,100%,49.23357,-123.07877,2,1.0,2.0,$82.00,1,3,100.0
,,49.26779,-123.17811,2,,1.0,$85.00,2,0,
56%,,49.27725,-123.12602,1,1.0,1.0,$50.00,31,0,
,,49.24585,-123.02397,1,1.0,2.0,"$1,700.00",1,0,
,,49.23798,-123.03062,1,1.0,0.0,$80.00,30,0,
56%,,49.27709,-123.12722,2,,0.0,$53.00,40,0,
100%,100%,49.22864,-123.20374,6,3.0,3.0,$490.00,4,0,
80%,95%,49.274,-123.12274,2,1.0,0.0,$50.00,30,1,60.0
100%,94%,49.288,-123.12458,2,1.0,1.0,$219.00,2,0,
100%,100%,49.28406,-123.12215,3,1.0,2.0,$200.00,1,1,100.0
0%,,49.28852,-123.12485,6,2.0,0.0,$150.00,30,0,
90%,79%,49.27804,-123.12221,2,,,$120.00,10,0,
57%,100%,49.27478,-123.13442,10,5.0,4.0,$499.00,10,0,
100%,100%,49.25397,-123.05608,4,2.0,2.0,$145.00,7,1,80.0
100%,100%,49.27702,-123.13366,3,2.0,1.0,$90.00,30,0,
97%,85%,49.27226,-123.1256,2,1.0,1.0,$100.00,30,1,100.0
100%,100%,49.21165,-123.06169,4,2.0,2.0,$100.00,1,3,73.0
100%,100%,49.22926,-123.10164,2,2.0,3.0,$65.00,30,0,
100%,96%,49.24945,-123.1176,4,2.0,2.0,$150.00,30,1,100.0
93%,95%,49.27985,-123.10702,4,2.0,2.0,$200.00,2,1,80.0
93%,95%,49.27795,-123.10867,4,2.0,2.0,$200.00,2,0,
93%,95%,49.2787,-123.11385,4,2.0,2.0,$200.00,2,1,80.0
,,49.25183,-123.0919,5,2.0,2.0,$115.00,2,0,
93%,95%,49.27804,-123.11302,4,2.0,2.0,$145.00,2,0,
93%,95%,49.27724,-123.11244,4,2.0,2.0,$200.00,2,0,
93%,95%,49.27543,-123.11457,4,2.0,2.0,$200.00,2,2,60.0
93%,95%,49.27864,-123.11162,2,1.0,1.0,$210.00,2,0,
93%,95%,49.27695,-123.11321,4,2.0,2.0,$132.00,2,1,100.0
90%,80%,49.27897,-123.108,5,3.0,3.0,$150.00,2,0,
100%,97%,49.27764,-123.12918,5,3.0,3.0,$160.00,2,6,93.0
93%,100%,49.2589,-123.11336,2,1.0,2.0,$45.00,30,0,
93%,78%,49.28077,-123.10715,5,2.0,2.0,$244.00,1,2,100.0
93%,100%,49.25898,-123.11152,2,1.0,,$37.00,30,0,
100%,95%,49.27926,-123.1004,3,1.0,1.0,$120.00,3,4,95.0
100%,80%,49.22499,-123.08927,2,1.0,1.0,$70.00,58,0,
100%,100%,49.28166,-123.12625,4,2.0,2.0,$242.00,30,0,
100%,100%,49.27366,-123.12879,2,1.0,1.0,$150.00,30,1,100.0
100%,83%,49.23873,-123.11744,4,1.0,2.0,$144.00,30,0,
100%,83%,49.23775,-123.14987,5,1.0,2.0,$108.00,3,4,95.0
100%,100%,49.27707,-123.13194,2,,2.0,$47.00,89,0,
100%,100%,49.26437,-123.1615,1,1.0,,$55.00,30,0,
100%,75%,49.26706,-123.15952,3,2.0,2.0,$200.00,30,0,
100%,100%,49.24542,-123.10349,2,1.0,1.0,$99.00,1,9,100.0
97%,85%,49.27937,-123.12765,2,1.0,,$89.00,30,1,100.0
99%,93%,49.25413,-123.18998,2,1.0,1.0,$39.00,1,0,
78%,100%,49.27453,-123.1166,4,1.0,2.0,$80.00,30,0,
,,49.27872,-123.10109,2,1.0,1.0,$80.00,30,0,
100%,84%,49.2815,-123.11682,2,1.0,1.0,$151.00,30,0,
78%,100%,49.27574,-123.11657,4,1.0,1.0,$80.00,30,0,
100%,,49.27669,-123.09497,1,1.0,1.0,$45.00,30,0,
,,49.26016,-123.12614,2,1.0,1.0,$80.00,30,1,100.0
100%,84%,49.28145,-123.11641,2,1.0,1.0,$151.00,30,0,
91%,80%,49.28406,-123.12878,2,1.0,1.0,$110.00,30,0,
100%,100%,49.26073,-123.21111,4,2.0,2.0,$90.00,1,4,85.0
100%,0%,49.27582,-123.12612,4,2.0,2.0,$200.00,30,0,
91%,80%,49.28406,-123.12878,2,,1.0,$75.00,30,0,
91%,80%,49.28406,-123.12878,2,,1.0,$101.00,30,0,
91%,80%,49.28406,-123.12878,2,,1.0,$97.00,30,0,
91%,80%,49.28406,-123.12878,2,1.0,1.0,$125.00,30,0,
91%,80%,49.28406,-123.12878,4,2.0,1.0,$156.00,30,0,
91%,80%,49.28406,-123.12878,4,2.0,1.0,$161.00,30,0,
